date,AdrActCnt,CapMrktCurUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2017-07-04,7174,3100703867.5769,0,0,80.93513729,,0.0011926955012339052,3.1007038675769,,,1000000000,9736,9154,12355573.036602039,38310973.1007208049522005293,1712.2457125,5309.16690299071478904125,230.1633,713.66823448426230777,15673897.252224459623049955,48600113.82997532762998464856,,,
2017-07-05,5758,2770260715.5927,0,0,49.3522842,,0.0010621738124745863,2.7702607155927,,,1000000000,7358,7014,20262486.656899817,56132370.78583082256733367654,3269.98266026,9058.704504387588408636102,184.53988177704568,511.2235849470708239937161745,22935658.379037704576816099,63537753.39370269721418498634,,,
2017-07-06,9250,3271512374.36636,0,0,34.53637402,,0.001256729434043221,3.27151237436636,,,1000000000,12009,11671,28954979.450392637,94726573.57148317737543608449,2739.44475758,8962.1274233160232763070088,237.49157403145267,776.9566232516418881625015802,31972059.765685961900979136,104596989.1574224487729025151,,,
2017-07-07,5357,2693939432.0486,0,0,86.14304405,,0.0010793973974542455,2.6939394320486,,,1000000000,7004,6763,11608598.360906966,31272860.87526202087122339055,2095.75450129,5645.835690918479536042694,200.5,540.1348561257443,14173587.692226499422829599,38182786.77768768303232810563,,,
2017-07-08,3824,2377190080.62441,0,0,37.69636524,,0.0009309557545144243,2.37719008062441,,,1000000000,5444,5254,26527756.555337816,63061519.74456822371478376569,5550.96761662,13195.7051560963868190936942,200.51215647930533,476.6555094272141513943694411,29164783.857736196471641597,69330234.89016540019792646414,,,
2017-07-09,4472,2234834668.65991,0,0,39.27208599,,0.0008917319268152062,2.23483466865991,,,1000000000,5652,5465,25463378.75412921,56906441.62094614493308968697,6230.21091689,13923.4913501292172286848799,251.07531379,561.1118157025575820431589,34048102.660778063649090477,76091880.22839854392377203665,,,
2017-07-10,7129,1523382695.15611,0,0,58.77098684,,0.000656809708236996,1.52338269515611,,,1000000000,8816,8701,17015198.379618943,25920658.76615978107943369819,2187.07327196,3331.7495755423167406856756,272.7,415.426460969071197,19029724.539348031068417046,28989553.05683036740978651005,,,
2017-07-11,8069,1564349916.68279,0,0,29.45861559,,0.0006745308205365735,1.56434991668279,,,1000000000,10377,10298,33945926.50784208,53103307.3042628703495547738,3609.72607652,5646.8746870517564401070908,268.045835,419.31747964941887567965,37172959.135970944492046199,58151515.52720890436302273526,,,
2017-07-12,11870,1971363526.14849,0,0,19.62791858,,0.0008300875515581357,1.97136352614849,,,1000000000,15042,14947,50947837.18574632,100436707.9641320266804357911,3526.26328806,6951.5468296779301352040294,307,605.20860252758643,52707057.366677108187818745,103904770.4632833298489997152,,,
2017-07-13,4446,1685931933.51971,0,0,100.75422627,,0.0007193345344120698,1.68593193351971,,,1000000000,5672,5591,9925141.972134959,16733113.79553911909808400654,2126.94596238,3585.8861188472537666485098,230.1856,388.077253676394558176,11891754.875673179471329627,20048689.29048612206879078423,,,
2017-07-14,4836,1510363849.65029,0,0,78.6021894,,0.0006819336461506094,1.51036384965029,,,1000000000,6547,6501,12722291.930785613,19215289.81695617926417501328,2331.00904857,3520.6718001678450201245853,394.8999,596.442533190514555971,15153889.82474500821101696,22887887.3728782290592616113,,,
2017-07-15,3551,1301909912.00741,0,0,101.54453797,,0.0006543466998812021,1.30190991200741,,,1000000000,4679,4629,9847895.514174882,12821072.78231758828299041988,2603.1118396,3389.017106039083173931436,374.84146311,488.0098162542689215616451,12049804.705517803356439679,15687760.18386715833508357404,,,
2017-07-16,2884,1233899243.58944,0,0,109.96592726,,0.0006457671278820559,1.23389924358944,,,1000000000,3990,3940,9093725.892189031,11220741.49978175075369543543,2854.79170386,3522.5253239982625999032384,350,431.864735256304,11247879.313190792489084019,13878749.77653142874921803753,,,
2017-07-17,2809,1560881178.57432,0,0,129.81959472,,0.0007044494134060637,1.56088117857432,,,1000000000,4021,3985,7702997.395385893,12023463.65306484989453998007,2479.35836712,3869.9838101783671647643584,305.92792934,477.5171469070204908985488,9880243.092984366171275238,15421885.48357822221816622443,,,
2017-07-18,2850,1666637536.16538,0,0,104.66096487,,0.0007234419849237628,1.66663753616538,,,1000000000,4047,4028,9554660.625140771,15924156.04318098400676603671,2958.76956059,4931.1964105428416161703742,323.35465,538.914997183618792017,11917923.79004437846556248,19862859.14164633049289405183,,,
2017-07-19,2896,1480828666.54036,0,0,69.53617091,,0.0006560858955232762,1.48082866654036,,,1000000000,3886,3855,14381004.690170499,21295803.99885584304110486484,4210.45668488,6234.9649581967951443217568,302.2242392116744,447.5423171479985832787707788,16231310.520221270800418648,24035789.91386178141691546465,,,
2017-07-20,2804,1711394897.47451,0,0,75.38233141,,0.0006060399285328249,1.71139489747451,,,1000000000,3614,3609,13265708.042108372,22702865.0546508400848385276,4064.67237525,6956.2595629084467880298775,349.5,598.132516667341245,14669402.602288197257553126,25105140.76255531953871758702,,,
2017-07-21,3471,1797215635.47006,0,0,97.07872009,,0.0006740890671027774,1.79721563547006,,,1000000000,4711,4679,10300918.667130327,18512972.08827203409573392651,2528.38721266,4544.0570311151156322829596,371,666.76700075939226,11830323.768055121655722164,21261642.84862174017190295084,,,
