date,AdrActCnt,BlkCnt,CapMrktCurUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2013-02-28,189,4793,,0.000009999999999999672,,0.00001,,0.0214,,5453.36789358,,,,,,99999999999.85034,2140,198,18337292.101180002,,96412.07121808,,40000,,19089590.10118,,,,
2013-03-01,189,4551,,0.0000099999999999998,,0.00001,,0.00814,,18014.26431847,,,,,,99999999999.8422,814,189,5551156.474222001,,29429.39933451,,40000,,5562156.474222,,,,
2013-03-02,142,4573,,0.000009999999999999733,,0.00001,,0.01203,,17281.07847066,,,,,,99999999999.83017,1203,121,5786675.881926,,48154.35439608,,2000,,5826676.881926,,,,
2013-03-03,132,4678,,0.000009999999999999784,,0.00001,,0.00882,,49735.41260258,,,,,,99999999999.82135,882,80,2010639.7990279999,,26118.65998785,,500,,2089492.799028,,,,
2013-03-04,359,4994,,0.000009999999999999677,,0.00001,,0.02009,,4147.0475033,,,,,,99999999999.80126,2009,400,24113541.000018,,60370.85500004,,35000,,24148342.000018,,,,
2013-03-05,159,4901,,0.000009999999999999687,,0.00001,,0.01784,,50414.63008375,,,,,,99999999999.78342,1784,123,1983551.1999920004,,16127.42520319,,500,,1983673.299992,,,,
2013-03-06,245,5075,,0.000009999999999999703,,0.00001,,0.03177,,13407.63315042,,,,,,99999999999.75165,3177,256,7458437.956784,,29331.41365062,,34800,,7508841.894559,,,,
2013-03-07,212,4519,,0.00000999999999999981,,0.00001,,0.00778,,5633.86756669,,,,,,99999999999.74387,778,234,17749796,,76006.82051282,,35000,,17785596,,,,
2013-03-08,151,4689,,0.000009999999999999696,,0.00001,,0.01655,,1275.91047526,,,,,,99999999999.72732,1655,135,78375404.809981,,581077.33192579,,5253,,78445439.809981,,,,
2013-03-09,112,4774,,0.00000999999999999968,,0.00001,,0.01928,,70745.22310547,,,,,,99999999999.70804,1928,53,1413523,,26670.24528302,,5000,,1413523,,,,
2013-03-10,141,4507,,0.00000999999999999996,,0.00001,,0.00457,,15639.90563646,,,,,,99999999999.70347,457,89,6393900.47,,71841.58955056,,34800,,6393901.47,,,,
2013-03-11,332,4571,,0.000009999999999999835,,0.00001,,0.00694,,20990.95352869,,,,,,99999999999.69653,694,268,4763957,,17781.17164179,,149,,4765354,,,,
2013-03-12,156,4502,,0.000009999999999999925,,0.00001,,0.00507,,3475.61200469,,,,,,99999999999.69146,507,126,28771911.2101,,228917.08896905,,34800,,28843553.2101,,,,
2013-03-13,135,4584,,0.000009999999999999869,,0.00001,,0.00608,,4766.02407281,,,,,,99999999999.68538,608,79,20981849.539979998,,265593.03898709,,30000,,20981850.07998,,,,
2013-03-14,120,4569,,0.00000999999999999989,,0.00001,,0.00564,,151.7780855,,,,,,99999999999.67974,564,84,658856643.709,,7846492.00962905,,29800,,659105328.80884,,,,
2013-03-15,98,4598,,0.000009999999999999828,,0.00001,,0.00714,,80676.09862204,,,,,,99999999999.6726,714,55,1239524.49,,22565.90872727,,10000,,1241124.98,,,,
2013-03-16,78,4512,,0.000009999999999999926,,0.00001,,0.00504,,250839.66571297,,,,,,99999999999.66756,504,39,398661.032,,11783.56492308,,1000,,459559.032,,,,
2013-03-17,70,4705,,0.000009999999999999738,,0.00001,,0.01158,,82686.72315795,,,,,,99999999999.65598,1158,22,1209384,,55017.45454636,,740,,1210384.00002,,,,
2013-03-18,161,4735,,0.000009999999999999715,,0.00001,,0.01372,,36680.99768777,,,,,,99999999999.64226,1372,125,2726207.200002,,21809.65760002,,30000,,2726207.200002,,,,
2013-03-19,164,4725,,0.000009999999999999679,,0.00001,,0.01963,,3657.41532663,,,,,,99999999999.62263,1963,138,27341712.950006,,203392.10833338,,29800,,28068110.950006,,,,
2013-03-20,121,4911,,0.000009999999999999674,,0.00001,,0.02106,,50390.41277185,,,,,,99999999999.60157,2106,99,1984504.4820800002,,20948.54022303,,120,,2073905.48208,,,,
2013-03-21,161,4894,,0.000009999999999999672,,0.00001,,0.02152,,46649.8264119,,,,,,99999999999.58005,2152,159,2143630.699,,14469.10502516,,1004,,2300587.699,,,,
2013-03-22,86,4637,,0.000009999999999999701,,0.00001,,0.01543,,149364.58215581,,,,,,99999999999.56462,1543,56,669502.76,,17189.335,,375,,962602.76,,,,
2013-03-23,58,4759,,0.00001000000000000038,,0.00001,,0.0398,,217018.94701175,,,,,,99999999999.52482,3980,33,460789.26,,19381.61393939,,100,,639593.26,,,,
2013-03-24,62,4577,,0.000009999999999999677,,0.00001,,0.01989,,385421.71649221,,,,,,99999999999.50493,1989,76,259456.06000000003,,4742.84289474,,1,,360456.06,,,,
2013-03-25,177,4516,,0.000009999999999999796,,0.00001,,0.00827,,11885.95602404,,,,,,99999999999.49666,827,247,8413290.4242,,36655.02196032,,5000,,9053790.4242,,,,
2013-03-26,155,4493,,0.000009999999999999875,,0.00001,,0.00595,,479.25611527,,,,,,99999999999.49071,595,159,208656701.11045,,1319079.94409088,,29800,,209733711.11045,,,,
2013-03-27,107,4797,,0.00000999999999999968,,0.00001,,0.01931,,1480.87134167,,,,,,99999999999.4714,1931,73,67527810.948552,,937597.41025414,,19700,,68444610.948552,,,,
2013-03-28,141,4862,,0.000009999999999999664,,0.00001,,0.02414,,1913.80927587,,,,,,99999999999.44726,2414,169,52251810.700374,,346761.60177736,,1000,,58602710.700374,,,,
2013-03-29,123,4893,,0.000009999999999999652,,0.00001,,0.02885,,63528.64722474,,,,,,99999999999.41841,2885,338,1574093.01737,,4753.94975553,,1000,,1606835.01737,,,,
2013-03-30,88,4546,,0.000009999999999999826,,0.00001,,0.00722,,87410.9831531,,,,,,99999999999.41119,722,120,1144020.9959000002,,14737.72496583,,10,,1768526.9959,,,,
2013-03-31,91,4798,,0.000009999999999999747,,0.00001,,0.01093,,34941.72668287,,,,,,99999999999.40026,1093,497,2861907.796,,5768.43017304,,4660,,2866909.796,,,,
2013-04-01,142,4816,,0.00000999999999999969,,0.00001,,0.01737,,24620.77557419,,,,,,99999999999.38289,1737,259,4061610.476,,18302.74315058,,200,,4740410.476,,,,
2013-04-02,145,4837,,0.000009999999999999704,,0.00001,,0.01501,,329.6371314,,,,,,99999999999.36788,1501,179,303363882.506242,,1694770.29333096,,40,,303363882.506242,,,,
2013-04-03,132,4853,,0.000009999999999999696,,0.00001,,0.01642,,59386.09312031,,,,,,99999999999.35146,1642,139,1683895.9215040002,,12114.66130578,,20,,1683937.921504,,,,
2013-04-04,138,4956,,0.000009999999999999669,,0.00001,,0.02237,,110.03763409,,,,,,99999999999.32909,2237,97,908779989.914257,,9392874.12282739,,950,,911108789.914257,,,,
2013-04-05,174,4002,,0.000009999999999999813,,0.00001,,0.00764,,7194.31551226,,,,,,99999999999.32145,764,123,13899863.00001,,113206.20325211,,30000,,13924363.00001,,,,
2013-04-06,96,4585,,0.000009999999999999843,,0.00001,,0.00672,,13987.98435217,,,,,,99999999999.31473,672,159,7148992.8414050015,,57032.66566921,,10,,9068193.841405,,,,
2013-04-07,105,4755,,0.000009999999999999742,,0.00001,,0.01131,,4705.15604209,,,,,,99999999999.30342,1131,133,21253280.253566,,159799.54325989,,360,,21253339.253566,,,,
2013-04-08,164,4935,,0.000010041879944159746,,0.00001,,0.02158,,59791.36047223,,,,,,99999999999.28184,2149,207,1672482.432403,,15161.04556716,,200,,3138336.432403,,,,
2013-04-09,170,4828,,0.000009999999999999698,,0.00001,,0.01622,,235.16920962,,,,,,99999999999.26562,1622,123,425225734.9465201,,3457126.7574148,,300,,425226591.16202,,,,
2013-04-10,133,4836,,0.000009999999999999711,,0.00001,,0.01421,,1851.41637779,,,,,,99999999999.25141,1421,128,54012701.40994199,,421974.26882767,,10,,54012706.409942,,,,
2013-04-11,168,4968,,0.00000999999999999969,,0.00001,,0.01739,,82635.87074329,,,,,,99999999999.23402,1739,181,1210128.2300260002,,6808.44325981,,100,,1232328.230026,,,,
2013-04-12,341,5029,,0.000009999999999999692,,0.00001,,0.01687,,12799.93155766,,,,,,99999999999.21715,1687,445,7812541.774049999,,23631.50511022,,300,,10516019.77405,,,,
2013-04-13,247,4894,,0.00000999999999999972,,0.00001,,0.01316,,57676.29407628,,,,,,99999999999.20399,1316,338,1733814.5870980003,,5133.48694408,,50,,1735118.587098,,,,
2013-04-14,242,5808,,0.000009999999999999648,,0.00001,,0.03055,,5446.91203663,,,,,,99999999999.17344,3055,358,18359026.054881003,,51289.2850695,,50,,18361564.054881,,,,
2013-04-15,430,5566,,0.000010000000000000097,,0.00001,,0.03599,,5113.13895226,,,,,,99999999999.13745,3599,422,19557457.93979,,46346.93872059,,1000,,19558408.14009,,,,
2013-04-16,405,5355,,0.00000999999999999967,,0.00001,,0.02202,,11663.83923453,,,,,,99999999999.11543,2202,601,8573506.37199,,21557.3483727,,300,,12955966.37199,,,,
2013-04-17,354,5525,,0.00000999999999999965,,0.00001,,0.02948,,878.07800444,,,,,,99999999999.08595,2948,419,113885098.46882601,,278662.49996044,,300,,116759587.483426,,,,
2013-04-18,472,5891,,0.000009999999999999743,,0.00001,,0.03215,,2488.27342167,,,,,,99999999999.0538,3215,543,40188509.48141,,98830.18028713,,456,,53664787.89591,,,,
2013-04-19,400,5841,,0.000009999999999999647,,0.00001,,0.03096,,9856.28000876,,,,,,99999999999.02284,3096,398,10145815.653591,,54539.83832561,,500,,21706855.653591,,,,
2013-04-20,246,5752,,0.000009999999999999652,,0.00001,,0.02844,,1707.67159804,,,,,,99999999998.9944,2844,464,58559268.722295,,132418.33284977,,83,,61442106.442295,,,,
2013-04-21,264,6137,,0.000009999999999999943,,0.00001,,0.03421,,22880.61552324,,,,,,99999999998.96019,3421,689,4370511.794027999,,9726.14629032,,111.111111,,6701314.794028,,,,
2013-04-22,391,5570,,0.000009999999999999657,,0.00001,,0.02642,,3021.25830499,,,,,,99999999998.93377,2642,451,33098791.928477,,96811.40782367,,500,,43661944.928477,,,,
2013-04-23,446,5948,,0.000009999999999999808,,0.00001,,0.0328,,4388.8641193,,,,,,99999999998.90097,3280,521,22784938.717794,,55615.27201093,,5000,,28975556.717694,,,,
2013-04-24,431,6156,,0.000009997135491263253,,0.00001,,0.0349,,3671.97909591,,,,,,99999999998.86607,3491,965,27233270.502648998,,42683.647153,,30,,41189719.502649,,,,
2013-04-25,528,5666,,0.000009999999999999655,,0.00001,,0.0272,,3409.78225227,,,,,,99999999998.83887,2720,613,29327385.915134,,67379.31796922,,266,,41303521.915134,,,,
2013-04-26,461,5843,,0.00000999999999999965,,0.00001,,0.02955,,698.90379468,,,,,,99999999998.80932,2955,953,143081209.117078,,150151.49644604,,10,,143094376.113078,,,,
2013-04-27,408,6011,,0.000009999999999999692,,0.00001,,0.03168,,6469.50443017,,,,,,99999999998.77764,3168,1301,15457134.480408002,,15150.98883967,,25,,19711436.480408,,,,
2013-04-28,336,5823,,0.000009999999999999648,,0.00001,,0.03006,,4225.16953926,,,,,,99999999998.74758,3006,612,23667689.32454299,,39800.34043112,,100,,24357808.343843,,,,
2013-04-29,447,5972,,0.00001000000000000009,,0.00001,,0.03591,,4041.65402979,,,,,,99999999998.71167,3591,1088,24742345.401593,,22783.21636176,,76,,24788139.401593,,,,
2013-04-30,427,5396,,0.000009999999999999665,,0.00001,,0.02347,,23016.44930986,,,,,,99999999998.6882,2347,500,4344718.798821999,,8816.37759764,,246,,4408188.798822,,,,
2013-05-01,367,5652,,0.000009999999999999652,,0.00001,,0.02844,,6769.5227975,,,,,,99999999998.65976,2844,443,14772089.996585,,35535.8329494,,600,,15742373.996585,,,,
2013-05-02,431,5879,,0.000009999999999999892,,0.00001,,0.03367,,4025.36233526,,,,,,99999999998.62609,3367,518,24842484.146779,,48180.80144166,,2000,,24957655.146779,,,,
2013-05-03,486,6205,,0.000010000000000000333,,0.00001,,0.0391,,2468.76441229,,,,,,99999999998.58699,3910,507,40506092.64318,,80529.94998655,,2500,,40828684.64318,,,,
2013-05-04,553,6597,,0.000010000000000001219,,0.00001,,0.0579,,7346.39780842,,,,,,99999999998.52909,5790,676,13612113.393025,,20494.26833288,,1200,,13854125.393025,,,,
2013-05-05,961,8037,,0.000010000000000000255,,0.00001,,0.07913,,3399.52363652,,,,,,99999999998.44996,7913,1158,29415886.074182004,,30004.22977477,,519.8,,34744898.079182,,,,
2013-05-06,817,7905,,0.000010000000000000426,,0.00001,,0.07598,,3397.31152985,,,,,,99999999998.37398,7598,1981,29435039.771778002,,15022.2072995,,50,,29758992.660305,,,,
2013-05-07,681,6507,,0.00001000000000000051,,0.00001,,0.04183,,8475.44643017,,,,,,99999999998.33215,4183,602,11798788.514823,,19943.89598426,,589.2,,12006225.382523,,,,
2013-05-08,653,5894,,0.00001000000000000019,,0.00001,,0.03717,,18283.97175423,,,,,,99999999998.29498,3717,621,5469271.192412001,,9036.30893947,,401,,5611547.851412,,,,
2013-05-09,620,10894,,0.000010000000000000331,,0.00001,,0.14558,,13797.08689838,,,,,,99999999998.1494,14558,10580,7247906.80342,,717.19052962,,15,,7587875.80342,,,,
2013-05-10,973,11666,,0.00000999999999999973,,0.00001,,0.13706,,5412.38698217,,,,,,99999999998.01234,13706,6273,18476136.375216,,3506.5200088,,15.8565,,21996400.015216,,,,
2013-05-11,643,14313,,0.000010000000000002574,,0.00001,,0.18954,,15407.51922358,,,,,,99999999997.8228,18954,8846,6490337.51292,,740.03482625,,4,,6546348.07302,,,,
2013-05-12,521,12607,,0.000010000000000000741,,0.00001,,0.15203,,4526.5947627,,,,,,99999999997.67077,15203,7377,22091661.666245997,,3225.33722058,,2.593742,,23793312.676246,,,,
2013-05-13,508,13666,,0.000010000000000002969,,0.00001,,0.2002,,28646.70234413,,,,,,99999999997.47057,20020,8536,3490803.192499,,416.41215938,,2.702708,,3554494.192499,,,,
2013-05-14,556,13873,,0.000010000000000006086,,0.00001,,0.35966,,14908.19386194,,,,,,99999999997.11091,35966,6170,6707720.661750999,,1123.34030174,,2,,6931009.661751,,,,
2013-05-15,563,13544,,0.000010000000000004268,,0.00001,,0.24554,,15295.89923162,,,,,,99999999996.86537,24554,6897,6537699.973215001,,957.28135047,,2,,6602369.474215,,,,
2013-05-16,645,11511,,0.000010000000000000826,,0.00001,,0.15343,,44622.07680994,,,,,,99999999996.71194,15343,3864,2241043.1594800004,,618.22532595,,2,,2388822.65948,,,,
2013-05-17,720,8427,,0.000009999999999999074,,0.00001,,0.11081,,6106.80946721,,,,,,99999999996.60113,11081,2840,16375162.928117001,,7244.73025638,,7,,20575033.928117,,,,
2013-05-18,750,8803,,0.000009999999999999633,,0.00001,,0.09317,,14667.93769121,,,,,,99999999996.50796,9317,2866,6817591.000295999,,2405.25283332,,7,,6893454.620296,,,,
2013-05-19,736,7996,,0.000009999999999999723,,0.00001,,0.09084,,10370.6363935,,,,,,99999999996.41712,9084,2643,9642609.788061,,3703.99159832,,7,,9789649.794361,,,,
2013-05-20,664,8427,,0.000009999999999998903,,0.00001,,0.12686,,58752.51384295,,,,,,99999999996.29026,12686,2287,1702054.8306,,764.2913254,,7,,1747934.2612,,,,
2013-05-21,675,9448,,0.000010000000000004929,,0.00001,,0.27753,,13648.49484144,,,,,,99999999996.01273,27753,2594,7326815.239172,,4188.47262497,,7,,10864897.989172,,,,
2013-05-22,770,9578,,0.000010000000000004505,,0.00001,,0.25617,,22405.50111298,,,,,,99999999995.75656,25617,2710,4463189.619885,,1893.33952763,,8,,5130950.119885,,,,
2013-05-23,587,10908,,0.00001000000000000613,,0.00001,,0.36361,,24547.00811184,,,,,,99999999995.39295,36361,2871,4073816.228022,,1464.37444376,,7,,4204219.028022,,,,
2013-05-24,590,9670,,0.000010000000000004939,,0.00001,,0.27812,,2299.91571861,,,,,,99999999995.11483,27812,2676,43479854.1469,,16659.26091827,,7,,44580182.2173,,,,
2013-05-25,465,11089,,0.000010000497611471467,,0.00001,,0.40194,,79618.90506402,,,,,,99999999994.71289,40192,2328,1255983.1099699996,,631.25417095,,7,,1469559.70997,,,,
2013-05-26,524,8169,,0.000009999999999999255,,0.00001,,0.13102,,61526.54020385,,,,,,99999999994.58187,13102,2499,1625314.8586489998,,672.09958329,,7,,1679576.858649,,,,
2013-05-27,596,7522,,0.000009999999999999362,,0.00001,,0.10092,,1.40840769,,,,,,99999999994.48095,10092,2603,71002168624.20058,,27277094.46838286,,7,,71002276901.20058,,,,
2013-05-28,585,8582,,0.000010000000000000865,,0.00001,,0.15408,,7236.80639181,,,,,,99999999994.32687,15408,2912,13818250.009764,,4784.98987282,,7,,13933890.509664,,,,
2013-05-29,620,7208,,0.000010000000000001061,,0.00001,,0.06621,,1592.08155386,,,,,,99999999994.26066,6621,2761,62810852.718001,,22749.45878921,,8,,62811255.717001,,,,
2013-05-30,557,7336,,0.000010000000000000372,,0.00001,,0.07695,,1916.82114126,,,,,,99999999994.18371,7695,2879,52169708.399833,,18208.18944072,,7,,52421377.399833,,,,
2013-05-31,538,7547,,0.000009999999999999572,,0.00001,,0.09478,,31452.14539029,,,,,,99999999994.08893,9478,2326,3179433.3503550002,,1382.64890385,,8,,3216041.350355,,,,
2013-06-01,5589,12649,,0.000010000000000002728,,0.00001,,0.19359,,1489.21715245,,,,,,99999999993.89534,19359,10219,67149374.306674,,6949.55924892,,1000,,71017545.964674,,,,
2013-06-02,2197,10804,,0.00001000000000000119,,0.00001,,0.15979,,14593.74388522,,,,,,99999999993.73555,15979,5295,6852251.2646699995,,1498.8189357,,20,,7936246.26452,,,,
2013-06-03,2355,10056,,0.0003033792624485175,,0.00001,,4.368358,,4070.95394534,,,,,,99999999989.367192,14399,5806,24564267.081387002,,4242.06580802,,150,,24629434.081387,,,,
2013-06-04,1125,9873,,0.000010000000000001297,,0.00001,,0.16175,,9327.6169024,,,,,,99999999989.205442,16175,5571,10720851.964174002,,2015.94829728,,30,,11230847.964174,,,,
2013-06-05,946,10960,,0.000010000000000002652,,0.00001,,0.19155,,12946.40953056,,,,,,99999999989.013892,19155,9375,7724149.290426999,,867.49155097,,28,,8132733.290377,,,,
2013-06-06,803,14965,,0.000010000000000005191,,0.00001,,0.29272,,10933.71337458,,,,,,99999999988.721172,29272,18657,9146023.547789002,,493.78182708,,20,,9212487.547799,,,,
2013-06-07,848,15717,,0.000010000000000005446,,0.00001,,0.30902,,806.88123688,,,,,,99999999988.412152,30902,21169,123933976.176723,,5910.1251914,,22,,125111440.176723,,,,
2013-06-08,750,15513,,0.00001000000000000517,,0.00001,,0.29141,,5428.08002565,,,,,,99999999988.120742,29141,21280,18422720.283335,,869.76937422,,20,,18508692.283335,,,,
2013-06-09,792,13035,,0.000010000000000003624,,0.00001,,0.2208,,6262.72883356,,,,,,99999999987.899942,22080,13389,15967480.413968,,1209.10236119,,30,,16188671.513968,,,,
2013-06-10,829,12794,,0.00001000000000000367,,0.00001,,0.22235,,14716.08936182,,,,,,99999999987.677592,22235,16711,6795283.5518350005,,418.21623792,,8,,6988811.551835,,,,
2013-06-11,974,12011,,0.000010000000000003426,,0.00001,,0.21414,,7014.98858696,,,,,,99999999987.463452,21414,11911,14255190.688880999,,1200.31003911,,10,,14296892.875781,,,,
2013-06-12,965,9315,,0.000010015632275660866,,0.00001,,0.150565,,26568.78469431,,,,,,99999999987.312887,15033,5820,3763815.362196,,662.45844711,,8,,3855508.162196,,,,
2013-06-13,659,8566,,0.00001008500821146376,,0.00001,,0.128957,,21346.52558459,,,,,,99999999987.18393,12787,3976,4684603.102782999,,1195.99954801,,7,,4755294.202883,,,,
2013-06-14,586,8211,,0.00001012373763133661,,0.00001,,0.099243,,6870.91995731,,,,,,99999999987.084687,9803,4063,14554091.825892,,3617.00611024,,7,,14695895.825892,,,,
2013-06-15,435,6779,,0.00001012216104611261,,0.00001,,0.05883,,96170.36654475,,,,,,99999999987.025857,5812,2333,1039821.346012,,449.19860523,,10,,1047980.346012,,,,
2013-06-16,427,6441,,0.000010035274904735523,,0.00001,,0.092174,,47641.45954977,,,,,,99999999986.933683,9185,1577,2099012.098537,,1652.65319818,,8,,2606234.093537,,,,
2013-06-17,540,8778,,0.000010106300963676398,,0.00001,,0.136334,,8694.03968267,,,,,,99999999986.797349,13490,4578,11502132.913668001,,2522.39731622,,20,,11547534.913668,,,,
2013-06-18,688,9619,,0.000010102778305171653,,0.00001,,0.159634,,29258.31263514,,,,,,99999999986.637715,15801,5624,3417832.095571001,,609.46872254,,10,,3427652.095571,,,,
2013-06-19,484,8552,,0.000010104978863315083,,0.00001,,0.129081,,26361.11112564,,,,,,99999999986.508634,12774,4771,3793466.804563,,823.40532479,,16,,3928466.804563,,,,
2013-06-20,539,8996,,0.000010104064494458084,,0.00001,,0.150399,,443.30041539,,,,,,99999999986.358235,14885,5041,225580659.33573902,,44774.94491881,,10,,225710497.335739,,,,
2013-06-21,593,9167,,0.000010079616562375817,,0.00001,,0.151416,,2928.85678695,,,,,,99999999986.206819,15022,3943,34143014.582241,,8712.00953138,,9,,34351453.582241,,,,
2013-06-22,445,8107,,0.000010100365704996577,,0.00001,,0.124285,,7836.4737669,,,,,,99999999986.082534,12305,4358,12760841.54182,,2942.54563816,,9,,12823613.891122,,,,
2013-06-23,433,7721,,0.000010060033030552008,,0.00001,,0.121827,,14316.01959014,,,,,,99999999985.960707,12110,3158,6985181.834677,,2251.09783444,,4,,7108966.961177,,,,
2013-06-24,723,8252,,0.000010087840323766462,,0.00001,,0.109675,,1908.05098215,,,,,,99999999985.851032,10872,3844,52409501.067501,,13665.4131289,,8,,52529848.067501,,,,
2013-06-25,401,7946,,0.000010072187034276279,,0.00001,,0.108135,,29540.97070565,,,,,,99999999985.742897,10736,3707,3385129.1138050007,,917.77747877,,7,,3402201.113806,,,,
2013-06-26,441,7805,,0.000010087624817681687,,0.00001,,0.089911,,11419.00305128,,,,,,99999999985.652986,8913,3757,8757331.926141001,,2332.40216293,,6,,8762834.926141,,,,
2013-06-27,648,7668,,0.000010076260762607253,,0.00001,,0.090112,,3910.69037392,,,,,,99999999985.562874,8943,3495,25570932.603749998,,7333.07636748,,6,,25629101.90435,,,,
2013-06-28,462,7831,,0.000010067638331295845,,0.00001,,0.115355,,13127.88516624,,,,,,99999999985.447519,11458,5661,7617373.1502950005,,1367.56941021,,2,,7741810.431191,,,,
2013-06-29,325,7483,,0.000010142905178210661,,0.00001,,0.090495,,8840.3578948,,,,,,99999999985.357024,8922,7258,11311759.226871999,,1567.4770226,,1,,11376748.230038,,,,
2013-06-30,341,9544,,0.000010041509311113135,,0.00001,,0.308435,,32336.06154198,,,,,,99999999985.048589,30716,4099,3092522.5651,,759.41194562,,8,,3112829.565106,,,,
2013-07-01,482,8402,,0.000010113612004286282,,0.00001,,0.103796,,5421.52495553,,,,,,99999999984.944793,10263,3996,18444994.868641,,4634.07228347,,9,,18517752.844751,,,,
2013-07-02,696,8957,,0.000010081808141368426,,0.00001,,0.127797,,2781.50856967,,,,,,99999999984.816996,12676,4354,35951713.784139,,8261.40624349,,7,,35970162.784139,,,,
2013-07-03,556,10323,,0.00001000885678909999,,0.00001,,1.212573,,7460.55957233,,,,,,99999999983.604423,121150,6674,13403820.318590999,,2012.30374135,,4,,13430115.169769,,,,
2013-07-04,474,9336,,0.000010152378067251674,,0.00001,,0.100539,,35844.58526324,,,,,,99999999983.503884,9903,4957,2789821.6494660005,,564.98056273,,9,,2800608.649466,,,,
2013-07-05,373,8429,,0.000010098337774394247,,0.00001,,0.079585,,62934.1943147,,,,,,99999999983.424299,7881,3197,1588961.312246,,526.74704793,,6,,1684010.312246,,,,
2013-07-06,377,7702,,0.000010061819921080863,,0.00001,,0.084147,,39486.19159004,,,,,,99999999983.340152,8363,2243,2532530.8913450004,,1131.07591189,,6,,2537003.27037,,,,
2013-07-07,320,6999,,0.000010019438225119904,,0.00001,,0.196902,,23827.16846596,,,,,,99999999983.14325,19652,1489,4196889.7868,,2818.79937448,,6,,4197192.2686,,,,
2013-07-08,383,9547,,0.000010028315946354853,,0.00001,,0.40374,,18869.14088529,,,,,,99999999982.73951,40260,12000,5299658.346432,,442.18804689,,0.000001,,5306256.562661,,,,
2013-07-09,499,7893,,0.00001010270984798444,,0.00001,,0.076427,,77746.82003943,,,,,,99999999982.663083,7565,2796,1286226.239632,,461.306595,,7,,1289813.239632,,,,
2013-07-10,387,8779,,0.00001004175304601311,,0.00001,,0.276098,,12435.328572,,,,,,99999999982.386985,27495,6485,8041604.964707,,1402.7699256,,2,,9096962.967499,,,,
2013-07-11,400,8579,,0.000010031290099699126,,0.00001,,0.304881,,1202.647898,,,,,,99999999982.082104,30393,2439,83149856.36997,,34094.91042605,,7,,83157486.529138,,,,
2013-07-12,411,13589,,0.000010025536261498157,,0.00001,,0.480935,,32815.29869278,,,,,,99999999981.601169,47971,3790,3047359.12715,,804.07962666,,8,,3047461.785054,,,,
2013-07-13,220,10262,,0.000010042458744202049,,0.00001,,0.296363,,266846.31281396,,,,,,99999999981.304806,29511,3793,374747.542609,,99.88044888,,8,,378846.542609,,,,
2013-07-14,236,9543,,0.000010060852226570825,,0.00001,,0.136234,,61287.71922265,,,,,,99999999981.168572,13541,2560,1631648.2526929998,,754.57509871,,7,,1931712.252693,,,,
2013-07-15,343,11425,,0.00001008389761646847,,0.00001,,0.148919,,23917.84145106,,,,,,99999999981.019653,14768,3811,4180979.298891,,1156.29160296,,9,,4406627.298891,,,,
2013-07-16,478,13231,,0.00001006017079045717,,0.00001,,0.229724,,8943.0485575,,,,,,99999999980.789929,22835,4455,11181869.285157999,,2624.21561207,,8,,11690880.551758,,,,
2013-07-17,482,10980,,0.000010094210174028216,,0.00001,,0.120646,,7150.83124047,,,,,,99999999980.669283,11952,3617,13984388.19458,,3916.16258407,,8,,14164760.06658,,,,
2013-07-18,422,9465,,0.000010098764191700314,,0.00001,,0.100513,,36846.53667918,,,,,,99999999980.56877,9953,3229,2713959.27523,,1154.92142311,,6,,3729241.27523,,,,
2013-07-19,444,11947,,0.000010056984917764696,,0.00001,,0.147365,,5696.04614839,,,,,,99999999980.421405,14653,2651,17556037.534679,,7827.41860931,,6,,20750486.733279,,,,
2013-07-20,275,10944,,0.000010066538707612322,,0.00001,,0.125872,,14588.19894225,,,,,,99999999980.295533,12504,2504,6854855.78968,,2749.15446872,,6,,6883882.78968,,,,
2013-07-21,239,14158,,0.000010001129486173828,,0.00001,,6.277899,,114853.06544472,,,,,,99999999974.017634,627719,2054,870677.674878,,424.60548923,,6,,872139.674878,,,,
2013-07-22,323,16419,,0.000010001247733106208,,0.00001,,6.789157,,6833.06866298,,,,,,99999999967.228477,678831,2650,14634713.172,,7259.46718642,,7,,19237588.044,,,,
2013-07-23,275,12934,,0.000010001232889972045,,0.00001,,5.548624,,9111.40236559,,,,,,99999999961.679853,554794,1893,10975258.906280002,,5798.07654848,,6,,10975758.90628,,,,
2013-07-24,381,11009,,0.0000491779426173141,,0.00001,,19.272639,,30443.14068417,,,,,,99999999942.407214,391896,1451,3284812.20055,,2339.00496247,,6,,3393896.20055,,,,
2013-07-25,342,9791,,0.00035332211871537525,,0.00001,,52.530166,,6482.19505967,,,,,,99999999889.877048,148675,2658,15426872.991215,,5804.71068144,,7,,15428920.991275,,,,
2013-07-26,373,10238,,0.0009478132009245474,,0.00001,,11.071406,,13623.39159946,,,,,,99999999878.805642,11681,3794,7340316.040152,,1940.05430684,,5,,7360566.040152,,,,
